name,industry,market_value,ROE_avg,asset_liability_avg,shareholder_capacity,management_capacity,topsis_score,topsis_score_percentage,rank
安洁科技,消费电子,92.26,2.42,21.41,6.4,5.8,41.76,46.41,71
盈趣科技,消费电子,149.46,21.71,27.9,1.2,6.4,45.97,51.39,20
格林精密,消费电子,34.27,9.74,25.79,5.2,5.6,42.96,47.83,58
科森科技,消费电子,38.06,2.55,56.86,5.2,5.4,40.93,45.44,79
魅视科技,消费电子,29.64,46.97,17.71,4.6,4.2,49.7,55.79,3
电连技术,消费电子,160.23,8.38,21.05,5.8,7.2,43.52,48.5,49
显盈科技,消费电子,20.54,26.51,41.98,4.0,5.6,46.02,51.45,19
可立克,消费电子,65.41,8.37,33.08,8.2,7.4,42.9,47.77,59
新亚电子,消费电子,36.74,25.95,32.95,4.0,6.4,46.14,51.59,17
博硕科技,消费电子,59.41,8.69,16.09,5.8,5.6,43.03,47.92,57
亿道信息,消费电子,55.08,30.57,52.92,4.6,6.8,46.9,52.48,12
朗科智能,消费电子,25.34,11.44,44.62,5.2,6.6,43.07,47.96,56
光大同创,消费电子,34.5,34.2,50.66,5.2,5.0,47.39,53.06,10
ST美讯,消费电子,9.65,-117.56,91.69,4.0,3.4,2.39,0.0,93
卓翼科技,消费电子,28.69,-12.39,52.87,7.6,7.4,37.47,41.36,88
易德龙,消费电子,37.21,16.9,31.06,6.4,5.2,44.42,49.55,33
胜蓝股份,消费电子,28.33,15.18,39.86,5.8,5.4,43.89,48.94,44
万祥科技,消费电子,65.32,20.88,45.45,4.0,5.0,45.12,50.38,27
茂硕电源,消费电子,31.88,1.19,56.66,6.4,7.2,40.71,45.19,80
中船汉光,消费电子,53.28,10.44,14.14,5.2,8.8,43.55,48.53,48
智动力,消费电子,27.89,3.94,44.36,5.8,4.6,41.35,45.94,76
瑞玛精密,消费电子,38.17,15.02,34.36,4.6,5.2,43.95,49.0,41
奕东电子,消费电子,58.1,15.74,40.25,5.8,4.4,44.12,49.21,40
光弘科技,消费电子,79.48,12.33,17.75,5.2,6.8,43.93,48.98,43
*ST碳元,消费电子,15.15,-22.88,42.56,0.8,5.2,34.43,37.78,91
兴瑞科技,消费电子,73.13,16.32,24.52,5.2,9.6,44.77,49.97,30
瀛通通讯,消费电子,17.98,0.38,34.72,1.2,7.2,40.63,45.08,81
佳禾智能,消费电子,60.23,11.13,41.98,4.6,6.0,43.18,48.09,55
朝阳科技,消费电子,24.33,10.32,38.0,5.2,4.0,42.79,47.64,62
中石科技,消费电子,52.46,14.92,20.27,5.8,6.6,44.29,49.4,36
达瑞电子,消费电子,45.51,30.65,16.03,1.6,5.8,47.17,52.8,11
深科技,消费电子,289.65,8.22,59.35,1.4,6.8,43.58,48.57,47
金龙机电,消费电子,53.49,-20.57,50.54,5.2,4.8,35.19,38.68,90
美格智能,消费电子,73.78,10.91,43.62,7.6,5.4,43.24,48.17,53
惠威科技,消费电子,20.63,4.45,11.82,0.4,6.4,41.87,46.56,67
福日电子,消费电子,35.99,-3.68,68.88,6.4,8.8,39.53,43.79,84
朗特智能,消费电子,39.91,21.39,31.26,1.6,5.0,45.2,50.47,26
漫步者,消费电子,148.04,9.9,15.84,0.8,9.2,43.85,48.89,45
超频三,消费电子,33.16,-1.93,49.75,5.2,4.2,39.89,44.21,82
三五互联,游戏,48.09,-30.2,61.73,4.6,9.2,46.88,48.96,24
世纪华通,游戏,402.44,2.54,22.67,1.4,9.2,76.73,85.0,2
汤姆猫,游戏,214.11,2.74,49.21,1.8,5.6,63.51,69.04,10
顺网科技,游戏,106.02,0.29,17.82,0.4,4.2,59.16,63.78,17
吉比特,游戏,315.54,31.14,24.12,1.8,6.0,76.42,84.62,3
文投控股,游戏,43.22,-39.23,58.29,1.8,4.6,42.4,43.55,25
*ST天润,游戏,6.19,-132.01,76.61,5.2,4.4,6.32,0.0,28
中青宝,游戏,49.39,-4.67,39.39,5.8,4.6,55.12,58.91,19
完美世界,游戏,288.09,14.09,37.62,2.2,4.6,70.69,77.71,6
凯撒文化,游戏,48.79,0.69,14.71,7.6,5.4,58.09,62.5,18
宝通科技,游戏,83.78,8.3,32.05,7.6,4.2,60.14,64.96,16
三七互娱,游戏,585.96,27.95,30.13,5.2,5.6,89.16,100.0,1
富春股份,游戏,48.11,-5.49,52.12,4.6,7.2,54.5,58.15,21
电魂网络,游戏,82.12,12.42,18.96,2.8,5.8,61.5,66.61,11
神州泰岳,游戏,201.4,-0.23,21.62,8.2,5.6,64.9,70.72,8
冰川网络,游戏,76.88,5.0,20.15,5.8,6.6,60.16,64.99,15
巨人网络,游戏,279.29,10.01,13.4,5.2,6.4,72.21,79.54,4
大晟文化,游戏,31.22,-42.4,49.58,1.6,5.8,41.72,42.73,26
掌趣科技,游戏,152.49,-11.24,11.31,7.6,7.4,60.31,65.18,14
惠程科技,游戏,36.84,-93.62,73.49,4.6,6.6,20.35,16.93,27
游族网络,游戏,120.44,3.11,35.61,5.8,4.8,60.41,65.29,13
盛天网络,游戏,79.32,9.35,25.02,6.4,4.4,60.49,65.39,12
迅游科技,游戏,31.62,-26.06,26.73,1.4,7.4,49.22,51.79,23
姚记科技,游戏,136.16,25.56,39.55,4.6,4.0,64.96,70.79,7
浙数文化,游戏,178.34,5.94,17.02,0.4,6.4,64.58,70.33,9
恺英网络,游戏,312.33,1.09,18.28,5.8,7.2,72.05,79.35,5
天舟文化,游戏,38.43,-23.94,18.29,7.0,4.6,50.69,53.55,22
星辉娱乐,游戏,45.54,-4.49,51.46,7.6,5.6,54.66,58.36,20
中煤能源,煤炭行业,1100.47,8.62,55.6,8.2,7.2,42.93,44.81,10
盘江股份,煤炭行业,153.27,16.26,54.36,7.6,8.2,41.04,42.45,15
陕西煤业,煤炭行业,1567.68,24.57,39.62,7.6,3.6,52.9,57.24,2
恒源煤电,煤炭行业,97.32,15.24,42.21,8.8,9.0,40.75,42.09,16
甘肃能化,煤炭行业,155.85,6.72,40.89,6.4,13.8,37.73,38.33,24
潞安环能,煤炭行业,478.63,16.7,63.51,7.6,4.8,42.34,44.08,12
淮北矿业,煤炭行业,303.68,20.49,60.69,5.8,10.2,43.52,45.55,7
开滦股份,煤炭行业,102.89,12.18,47.09,5.2,4.4,38.67,39.51,21
昊华能源,煤炭行业,87.84,10.26,51.53,8.2,9.0,38.23,38.95,23
山煤国际,煤炭行业,292.21,25.33,71.13,7.0,13.2,45.49,47.99,4
大有能源,煤炭行业,104.0,9.0,62.66,7.0,7.6,37.22,37.69,26
安源煤业,煤炭行业,32.17,-4.96,91.64,7.6,8.8,29.08,27.54,32
兰花科创,煤炭行业,129.21,12.68,55.02,7.0,9.4,39.44,40.45,20
冀中能源,煤炭行业,230.03,9.46,52.11,6.4,10.2,38.53,39.32,22
兖矿能源,煤炭行业,1279.29,21.61,61.87,8.8,11.4,50.27,53.95,3
中国神华,煤炭行业,5541.33,13.87,26.66,9.4,7.2,87.22,100.0,1
晋控煤业,煤炭行业,155.65,22.39,57.25,8.8,7.8,43.49,45.51,8
苏能股份,煤炭行业,409.89,21.78,64.02,5.2,9.6,44.43,46.67,5
山西焦化,煤炭行业,134.0,13.26,44.34,5.2,8.8,39.79,40.9,19
电投能源,煤炭行业,306.2,15.96,40.8,8.2,12.6,42.49,44.25,11
陕西黑猫,煤炭行业,91.3,6.96,50.98,7.0,6.4,36.28,36.52,27
新集能源,煤炭行业,111.65,15.53,71.73,1.8,9.4,40.12,41.31,18
平煤股份,煤炭行业,184.06,13.88,68.63,8.2,13.2,40.55,41.85,17
山西焦煤,煤炭行业,502.42,16.83,62.75,7.0,14.2,43.61,45.66,6
安泰集团,煤炭行业,25.67,23.34,57.89,4.6,7.2,43.02,44.92,9
辽宁能源,煤炭行业,62.27,-0.41,65.63,7.0,8.6,32.16,31.38,31
郑州煤电,煤炭行业,56.53,-14.75,76.11,0.4,7.0,22.26,19.05,33
上海能源,煤炭行业,103.71,7.74,38.32,7.6,9.2,37.41,37.93,25
新大洲A,煤炭行业,21.82,-41.59,64.36,4.0,6.4,6.97,0.0,34
华阳股份,煤炭行业,284.99,16.25,55.92,7.6,9.4,41.76,43.35,13
宝泰隆,煤炭行业,72.99,2.46,38.28,5.8,7.0,34.23,33.97,29
美锦能源,煤炭行业,338.33,15.38,54.5,0.4,8.4,41.27,42.74,14
云维股份,煤炭行业,35.74,5.08,24.75,5.8,8.0,35.98,36.15,28
云煤能源,煤炭行业,35.93,1.83,45.4,7.0,7.8,33.71,33.32,30
德龙汇能,燃气,26.29,-0.19,47.95,4.6,5.6,49.83,53.59,27
长春燃气,燃气,31.12,-1.13,62.84,4.0,7.8,49.61,53.33,28
水发燃气,燃气,38.82,-0.27,51.64,1.2,6.6,50.05,53.86,26
新天绿能,燃气,375.16,13.51,68.27,7.6,7.6,74.59,83.77,2
大众公用,燃气,104.81,3.8,59.05,5.8,9.6,55.52,60.53,15
首华燃气,燃气,33.38,2.03,43.04,1.6,5.2,50.76,54.73,25
蓝焰控股,燃气,76.43,10.79,54.32,6.4,8.0,56.6,61.85,11
重庆燃气,燃气,112.35,9.16,46.62,6.4,8.8,58.13,63.71,9
成都燃气,燃气,92.27,15.58,44.89,5.2,10.0,59.31,65.15,7
蓝天燃气,燃气,68.59,18.68,48.65,4.0,6.2,58.2,63.79,8
百川能源,燃气,63.15,15.22,48.75,1.6,4.8,56.45,61.66,12
皖天然气,燃气,42.32,9.39,35.8,5.8,10.8,55.36,60.33,16
贵州燃气,燃气,100.7,5.82,64.04,2.4,8.2,55.34,60.3,17
陕天然气,燃气,87.41,7.42,49.94,8.8,8.0,56.27,61.45,13
胜利股份,燃气,33.62,5.23,56.7,1.4,6.8,51.98,56.21,24
凯添燃气,燃气,8.28,14.84,42.07,4.0,4.0,54.3,59.04,20
美能能源,燃气,30.14,15.83,34.93,4.0,8.0,56.26,61.43,14
新天然气,燃气,111.41,19.62,32.78,5.8,7.8,61.28,67.55,5
ST浩源,燃气,18.54,-3.89,19.84,4.0,5.6,48.55,52.03,30
ST金鸿,燃气,13.06,-28.48,75.62,0.4,6.8,34.18,34.53,31
九丰能源,燃气,145.22,19.11,38.05,12.8,7.6,63.38,70.11,4
天壕能源,燃气,98.05,4.13,55.48,5.8,6.2,54.75,59.59,18
新奥股份,燃气,578.78,23.37,63.33,6.4,10.8,87.91,100.0,1
国新能源,燃气,62.97,-2.5,85.97,4.6,3.6,49.09,52.69,29
深圳燃气,燃气,210.29,10.94,54.15,7.6,15.2,65.33,72.49,3
佛燃能源,燃气,126.4,14.61,52.27,5.8,10.2,60.72,66.86,6
洪通燃气,燃气,29.9,19.26,25.74,4.0,7.2,57.22,62.6,10
南京公用,燃气,31.8,4.71,70.11,6.4,8.0,52.1,56.36,23
东方环宇,燃气,28.98,9.92,28.03,4.6,6.4,54.27,59.0,21
新疆火炬,燃气,20.26,7.83,31.23,4.0,7.2,53.22,57.72,22
中泰股份,燃气,53.81,9.15,35.59,1.2,7.0,54.68,59.51,19
ST升达,燃气,25.65,-76.53,72.88,4.6,5.2,5.85,0.0,32
韵达股份,物流行业,316.64,15.77,47.66,7.6,7.2,54.49,58.38,7
顺丰控股,物流行业,2419.21,3.77,54.2,1.4,5.8,76.37,94.21,2
圆通速递,物流行业,546.28,14.28,35.67,6.4,10.0,57.38,63.12,5
飞马国际,物流行业,55.89,-81.02,168.26,4.6,7.8,18.83,0.0,55
广深铁路,物流行业,240.84,-1.55,24.43,7.6,7.4,50.87,52.47,28
华光源海,物流行业,5.08,15.38,53.64,4.0,4.6,50.68,52.16,31
中国铁物,物流行业,176.67,15.76,75.73,2.2,7.8,51.81,54.0,19
铁龙物流,物流行业,81.99,6.83,34.48,6.4,8.4,50.87,52.47,27
厦门象屿,物流行业,186.45,12.97,67.33,7.0,9.0,52.16,54.57,15
申通快递,物流行业,174.82,6.95,44.71,5.2,6.8,51.12,52.88,25
安通控股,物流行业,126.52,-121.37,54.16,4.0,9.0,19.37,0.89,54
中铁特货,物流行业,203.56,2.68,8.68,5.2,6.2,51.59,53.64,22
中国外运,物流行业,348.66,11.05,52.46,7.6,11.2,54.22,57.95,8
瑞茂通,物流行业,67.7,7.45,74.73,4.6,5.2,49.03,49.45,43
ST天顺,物流行业,16.48,4.06,48.45,4.6,6.8,48.93,49.29,45
嘉诚国际,物流行业,40.19,9.06,27.41,2.6,4.8,50.46,51.79,36
嘉友国际,物流行业,120.83,18.66,27.34,6.4,9.2,53.81,57.27,9
恒通股份,物流行业,96.7,2.34,23.52,5.2,4.6,49.87,50.83,40
京沪高铁,物流行业,2661.57,3.35,26.02,2.4,8.4,79.9,100.0,1
东航物流,物流行业,212.26,38.0,41.65,1.6,14.0,57.4,63.15,4
大秦铁路,物流行业,1081.41,10.88,26.29,17.8,8.8,65.02,75.64,3
淮河能源,物流行业,104.93,5.5,37.69,4.0,8.8,50.55,51.94,33
怡 亚 通,物流行业,139.2,3.4,79.27,5.8,6.2,48.81,49.09,46
传化智联,物流行业,158.35,9.47,53.2,5.2,11.6,51.79,53.97,20
三羊马,物流行业,29.93,10.72,46.08,4.0,7.4,50.53,51.9,34
炬申股份,物流行业,20.5,27.81,37.45,4.0,6.6,53.7,57.09,10
物产中大,物流行业,264.86,12.58,67.91,7.6,11.8,53.21,56.3,11
中储股份,物流行业,127.35,4.89,43.84,6.4,9.6,50.72,52.21,30
中科微至,物流行业,55.42,35.58,58.68,5.8,6.2,54.75,58.81,6
中创物流,物流行业,32.69,13.47,34.06,4.6,6.6,51.42,53.35,23
福然德,物流行业,56.33,14.53,46.99,4.6,5.6,51.32,53.2,24
音飞储存,物流行业,32.6,10.05,40.26,4.0,5.0,50.32,51.57,38
普路通,物流行业,31.36,2.78,77.03,5.2,6.8,47.85,47.52,49
胜通能源,物流行业,29.23,16.59,32.19,4.6,7.0,52.07,54.43,16
海晨股份,物流行业,47.16,17.57,22.08,0.8,6.4,52.33,54.85,13
华贸物流,物流行业,123.09,12.57,37.47,7.6,2.2,51.66,53.75,21
飞力达,物流行业,24.28,5.24,51.59,1.6,7.8,49.03,49.45,44
上海雅仕,物流行业,20.38,6.51,40.56,4.0,8.4,49.88,50.84,39
密尔克卫,物流行业,151.53,16.02,48.17,6.4,8.4,52.91,55.81,12
西部创业,物流行业,77.73,3.3,8.37,1.8,7.8,50.5,51.86,35
保税科技,物流行业,47.64,6.48,27.18,7.0,7.2,50.64,52.08,32
畅联股份,物流行业,34.65,7.95,16.39,5.2,7.4,51.03,52.73,26
东方嘉盛,物流行业,36.49,10.48,70.44,4.6,5.2,49.55,50.3,41
恒基达鑫,物流行业,24.54,6.61,19.64,5.8,5.4,50.4,51.68,37
宏川智慧,物流行业,102.12,9.5,54.89,7.0,7.2,50.85,52.43,29
原尚股份,物流行业,15.91,0.95,34.68,4.0,5.0,48.47,48.52,47
新宁物流,物流行业,18.45,-70.3,77.47,4.0,6.8,26.69,12.87,53
海程邦达,物流行业,31.32,19.87,49.45,4.0,6.0,52.03,54.36,17
长江投资,物流行业,23.12,-47.83,61.54,6.4,8.4,35.17,26.75,52
长久物流,物流行业,65.78,6.14,53.79,0.4,6.0,49.19,49.72,42
ST万林,物流行业,21.91,-7.85,52.4,1.8,5.6,45.76,44.1,50
德邦股份,物流行业,180.23,10.41,53.94,6.4,9.2,51.99,54.3,18
龙洲股份,物流行业,24.35,0.99,68.81,8.2,8.8,48.15,48.01,48
华鹏飞,物流行业,26.55,-20.54,53.52,4.6,6.0,42.8,39.25,51
永泰运,物流行业,41.2,19.97,36.85,2.0,5.4,52.27,54.76,14
惠城环保,环保行业,69.78,7.12,47.05,5.2,6.4,70.82,74.94,32
建工修复,环保行业,27.69,11.22,65.62,0.4,10.6,68.28,71.57,82
东方园林,环保行业,65.26,-15.06,73.86,1.2,6.8,65.92,68.43,106
嘉戎技术,环保行业,28.24,45.2,41.58,4.0,6.8,72.29,76.89,21
*ST京蓝,环保行业,18.94,-162.99,76.08,0.8,6.6,39.9,33.91,120
岭南股份,环保行业,57.27,-3.99,74.5,5.2,7.6,67.67,70.77,95
清研环境,环保行业,21.39,52.29,33.92,4.6,6.2,72.35,76.97,20
朗坤环境,环保行业,52.9,12.45,60.05,4.0,5.4,70.03,73.89,42
鹏鹞环保,环保行业,46.44,5.9,43.89,5.2,6.2,69.1,72.66,60
百川畅银,环保行业,40.72,10.15,22.4,5.2,5.8,69.68,73.42,48
九州一轨,环保行业,23.13,9.99,27.82,5.2,7.6,68.58,71.97,75
中环装备,环保行业,223.35,-9.99,59.39,5.8,8.2,77.0,83.14,9
力合科技,环保行业,32.61,19.54,21.13,1.2,8.6,70.42,74.42,37
青达环保,环保行业,24.54,10.34,52.69,1.8,8.8,68.2,71.46,84
金达莱,环保行业,42.7,19.74,21.81,4.0,6.8,71.13,75.35,27
恒合股份,环保行业,3.27,16.53,14.59,4.6,5.4,68.14,71.38,85
新安洁,环保行业,7.81,7.44,21.93,4.0,8.6,67.39,70.39,99
中科环保,环保行业,88.46,9.64,57.5,4.6,9.8,72.62,77.33,16
景津装备,环保行业,180.39,18.33,44.59,7.0,4.0,80.44,87.7,4
旺能环境,环保行业,69.45,11.59,53.91,5.8,6.4,71.37,75.67,26
复洁环保,环保行业,23.7,19.03,31.14,4.6,7.6,69.7,73.45,47
蒙草生态,环保行业,58.07,4.12,66.07,4.6,7.4,69.23,72.83,57
中持股份,环保行业,23.87,12.28,63.27,1.4,8.2,68.14,71.38,86
中航泰达,环保行业,6.63,9.39,41.77,5.2,6.4,67.1,70.0,101
中建环能,环保行业,35.47,9.36,44.43,4.0,9.6,69.1,72.66,59
中国天楹,环保行业,140.57,5.51,65.62,5.8,10.4,75.6,81.29,11
清新环境,环保行业,81.91,8.23,59.73,5.8,9.6,71.91,76.39,23
创业环保,环保行业,95.8,9.29,59.59,8.2,5.4,72.69,77.42,14
高能环境,环保行业,151.94,13.25,63.79,6.4,9.6,77.95,84.4,6
同兴环保,环保行业,26.34,23.31,34.91,1.6,7.4,70.15,74.06,41
天源环保,环保行业,42.21,18.22,36.53,4.6,7.6,70.77,74.88,33
军信股份,环保行业,69.7,22.08,59.79,4.0,6.6,72.67,77.4,15
通源环境,环保行业,19.75,10.46,47.79,6.4,7.8,68.11,71.35,88
联泰环保,环保行业,34.11,11.95,71.45,5.8,7.2,68.71,72.14,68
节能铁汉,环保行业,78.57,-6.68,75.76,7.0,8.2,68.64,72.05,73
碧水源,环保行业,202.23,5.02,62.51,1.2,8.4,79.17,86.03,5
富春环保,环保行业,41.87,6.69,49.46,4.0,12.4,69.17,72.75,58
南大环境,环保行业,34.96,38.41,34.61,7.0,6.6,72.41,77.06,19
中材节能,环保行业,48.23,7.63,47.99,4.6,6.2,69.37,73.02,55
瀚蓝环境,环保行业,152.55,13.85,64.7,1.8,10.0,77.77,84.17,7
东江环保,环保行业,68.64,3.89,52.99,5.8,9.4,70.4,74.38,38
华新环保,环保行业,36.63,14.8,21.3,5.8,4.8,69.95,73.79,43
伟明环保,环保行业,305.98,25.13,44.75,5.2,8.0,89.7,100.0,1
迪森股份,环保行业,25.9,3.74,45.92,6.4,8.8,67.66,70.75,97
中再资环,环保行业,68.18,15.49,66.42,4.6,5.8,71.47,75.8,24
浙富控股,环保行业,224.45,14.88,50.62,4.6,7.6,83.4,91.64,2
力源科技,环保行业,13.22,7.52,41.75,5.2,6.6,67.28,70.24,100
维尔利,环保行业,33.3,3.4,54.3,4.6,7.2,67.73,70.85,94
龙净环保,环保行业,193.62,13.88,73.25,4.0,9.4,80.78,88.16,3
上海环境,环保行业,112.3,8.14,57.4,7.0,11.6,74.31,79.57,12
保丽洁,环保行业,4.16,16.53,17.75,4.6,4.6,68.07,71.29,89
雪浪环境,环保行业,21.69,-4.04,65.77,5.2,8.2,65.7,68.15,108
久吾高科,环保行业,39.47,8.14,36.22,4.0,8.0,69.23,72.83,56
远达环保,环保行业,47.4,1.16,43.31,5.8,8.6,68.68,72.1,69
玉禾田,环保行业,58.91,26.1,49.24,0.8,7.8,72.49,77.16,18
艾布鲁,环保行业,22.51,21.74,54.9,1.2,4.6,69.06,72.6,62
圣元环保,环保行业,46.82,16.48,64.77,4.6,7.2,70.29,74.24,39
恒誉环保,环保行业,18.44,20.88,21.89,4.6,6.4,69.61,73.33,51
深水海纳,环保行业,19.78,10.92,54.95,3.0,7.0,67.84,70.99,92
华宏科技,环保行业,63.09,10.85,28.1,4.0,8.0,71.37,75.67,25
海峡环保,环保行业,34.47,7.42,52.84,5.8,8.4,68.58,71.96,76
*ST美尚,环保行业,13.49,-20.41,69.24,0.4,7.4,62.17,63.46,116
华骐环保,环保行业,15.6,13.12,58.64,0.4,9.4,67.83,70.97,93
三达膜,环保行业,45.77,10.11,30.18,4.0,6.4,69.89,73.71,44
神雾节能,环保行业,24.92,-120.03,709.55,4.0,4.6,14.35,0.0,121
三峰环境,环保行业,128.22,13.09,60.09,7.6,8.6,76.11,81.96,10
绿色动力,环保行业,105.9,12.52,68.77,7.0,8.2,74.08,79.27,13
盛剑环境,环保行业,43.84,20.51,49.09,5.8,6.8,70.92,75.07,29
倍杰特,环保行业,48.07,11.02,28.55,4.6,7.0,70.29,74.24,40
启迪环境,环保行业,46.32,-14.54,62.65,5.8,8.0,65.48,67.86,109
万邦达,环保行业,64.51,-0.28,22.64,5.8,4.8,69.56,73.27,52
中兰环保,环保行业,16.9,12.7,40.07,5.2,7.2,68.29,71.58,81
新动力,环保行业,21.74,-23.17,50.24,4.0,5.0,62.56,63.98,115
狮头股份,环保行业,16.08,1.53,13.47,4.6,3.6,66.8,69.6,104
节能国祯,环保行业,48.86,10.98,73.27,7.0,8.6,69.68,73.42,49
中创环保,环保行业,26.06,-22.6,50.36,4.0,5.6,62.94,64.48,113
ST金圆,环保行业,52.33,6.35,42.67,4.6,5.8,69.51,73.21,53
菲达环保,环保行业,44.93,-1.0,68.29,5.8,9.0,67.66,70.75,96
盈峰环境,环保行业,161.52,6.44,39.57,5.8,6.6,77.38,83.65,8
中电环保,环保行业,33.23,8.42,37.52,4.0,6.0,68.65,72.07,72
丛麟科技,环保行业,38.18,38.43,35.47,4.6,7.0,72.6,77.31,17
劲旅环境,环保行业,27.78,36.2,71.03,6.4,6.4,71.05,75.25,28
绿茵生态,环保行业,29.45,9.77,38.4,6.4,5.2,68.58,71.97,74
上海洗霸,环保行业,32.67,6.05,26.31,0.4,5.6,68.25,71.53,83
先河环保,环保行业,31.36,6.33,18.2,4.6,5.2,68.52,71.89,78
津膜科技,环保行业,23.74,-19.97,51.08,1.2,2.6,62.84,64.35,114
超越科技,环保行业,22.06,30.47,29.04,4.0,5.6,70.67,74.74,36
兴源环境,环保行业,48.01,-20.03,78.29,0.8,9.4,64.06,65.97,111
国林科技,环保行业,30.07,9.72,25.52,0.4,8.8,68.88,72.37,64
中环环保,环保行业,30.17,10.95,56.25,4.6,7.0,68.57,71.95,77
永清环保,环保行业,38.67,-6.13,56.06,4.6,5.8,66.39,69.06,105
万德斯,环保行业,16.49,14.75,43.63,2.2,9.2,68.48,71.83,79
福龙马,环保行业,43.31,11.67,41.36,5.2,6.8,69.83,73.63,45
太和水,环保行业,15.88,10.71,18.6,4.6,5.2,68.13,71.37,87
华控赛格,环保行业,36.14,-46.19,80.08,4.0,8.4,58.48,58.57,117
京源环保,环保行业,14.88,12.93,36.2,1.2,5.2,67.89,71.06,91
卓锦股份,环保行业,12.39,10.15,41.54,6.4,7.0,67.65,70.74,98
博世科,环保行业,33.52,1.23,76.61,1.2,8.8,66.87,69.71,103
德林海,环保行业,24.73,27.37,20.29,4.0,6.6,70.76,74.87,34
冠中生态,环保行业,20.41,14.19,35.04,5.2,5.8,68.67,72.09,70
上海凯鑫,环保行业,15.49,15.99,19.93,4.6,5.2,68.75,72.19,66
聚光科技,环保行业,87.15,3.01,57.43,7.0,4.4,70.92,75.07,30
大地海洋,环保行业,29.74,17.87,45.28,5.2,7.4,69.72,73.48,46
森远股份,环保行业,16.08,-16.23,47.89,5.8,5.4,63.59,65.34,112
创元科技,环保行业,40.92,6.28,48.69,5.8,8.2,68.9,72.4,63
侨银股份,环保行业,51.61,19.15,62.99,1.2,6.4,70.74,74.84,35
路德环境,环保行业,25.97,9.15,25.07,4.6,8.2,68.72,72.16,67
金科环境,环保行业,20.94,15.6,43.93,4.0,6.6,68.76,72.2,65
沃顿科技,环保行业,45.84,9.83,43.39,4.0,6.6,69.64,73.37,50
美埃科技,环保行业,45.64,23.42,64.38,4.6,4.8,70.83,74.96,31
东珠生态,环保行业,46.26,10.73,53.72,0.8,7.6,69.51,73.2,54
严牌股份,环保行业,21.03,17.99,38.63,4.6,5.6,69.08,72.64,61
巴安水务,环保行业,19.36,-47.67,73.57,5.2,4.4,57.38,57.1,118
德创环保,环保行业,30.17,-8.27,67.93,5.2,7.0,65.38,67.72,110
正和生态,环保行业,19.69,4.14,58.83,4.6,7.4,66.9,69.74,102
ST星源,环保行业,14.93,-1.25,45.59,0.4,5.6,65.73,68.19,107
赛恩斯,环保行业,25.83,11.16,48.92,4.0,6.2,68.36,71.68,80
元琛科技,环保行业,21.5,12.52,43.62,7.0,8.6,68.66,72.07,71
国泰环保,环保行业,30.98,36.06,19.33,5.2,7.2,72.15,76.71,22
奥福环保,环保行业,19.22,8.65,31.93,1.2,7.6,67.89,71.06,90
*ST博天,环保行业,30.31,-69.36,87.74,2.2,5.4,53.28,51.66,119
再升科技,玻璃玻纤,48.22,13.45,35.46,5.8,9.0,53.64,64.49,11
福莱特,玻璃玻纤,811.68,18.8,47.61,6.4,7.8,79.73,98.74,2
力诺特玻,玻璃玻纤,32.89,16.64,24.09,1.6,7.6,54.66,65.82,8
金刚光伏,玻璃玻纤,49.25,-48.44,65.74,0.4,4.0,4.52,0.0,21
凯盛新能,玻璃玻纤,107.44,10.1,64.14,2.8,9.2,51.65,61.87,14
中材科技,玻璃玻纤,384.63,17.27,56.13,8.8,10.8,64.86,79.21,4
凯德石英,玻璃玻纤,16.36,13.93,12.68,4.0,6.8,53.45,64.24,12
山东玻纤,玻璃玻纤,48.3,17.01,58.54,4.6,7.4,54.1,65.08,10
海南发展,玻璃玻纤,88.97,6.54,79.88,7.6,7.6,48.57,57.83,16
南 玻Ａ,玻璃玻纤,189.46,9.95,45.17,7.6,6.0,54.37,65.44,9
北玻股份,玻璃玻纤,45.17,2.22,25.33,4.6,4.6,46.51,55.12,19
金晶科技,玻璃玻纤,113.02,8.92,53.4,7.0,7.4,51.66,61.89,13
正威新材,玻璃玻纤,65.29,3.27,59.31,4.6,7.4,46.53,55.15,18
福耀玻璃,玻璃玻纤,981.0,15.52,42.88,6.4,8.0,80.69,100.0,1
旗滨集团,玻璃玻纤,244.47,20.53,38.81,7.0,7.2,62.14,75.64,5
信濠光电,玻璃玻纤,72.29,32.47,47.16,4.0,6.4,60.93,74.05,6
宏和科技,玻璃玻纤,71.22,9.0,30.93,4.6,5.8,51.18,61.26,15
中国巨石,玻璃玻纤,592.46,20.73,48.26,9.4,10.0,74.58,91.97,3
长海股份,玻璃玻纤,58.12,14.12,21.36,7.0,8.2,54.74,65.92,7
耀皮玻璃,玻璃玻纤,48.62,3.66,42.29,6.4,3.6,46.69,55.36,17
山东华鹏,玻璃玻纤,17.73,-16.5,63.34,4.6,10.0,32.02,36.1,20
豫园股份,珠宝首饰,297.17,10.56,65.72,4.0,18.2,74.64,96.97,2
菜百股份,珠宝首饰,109.51,16.75,43.28,4.0,8.6,65.38,84.14,6
迪阿股份,珠宝首饰,150.88,43.24,30.43,5.8,4.8,72.56,94.1,3
*ST金一,珠宝首饰,33.12,-97.99,94.88,0.8,7.0,4.67,0.0,14
周大生,珠宝首饰,179.84,20.97,21.87,7.6,6.4,71.48,92.59,4
