id,name,ROE_2022,ROE_2021,ROE_2020,ROE_2019,ROE_2018,asset_liability_2022,asset_liability_2021,asset_liability_2020,asset_liability_2019,asset_liability_2018
837242,建邦科技,11.41,10.29,12.44,24.57,43.43,22.81,25.06,22.84,35.96,46.7
600981,汇鸿集团,-9.47,4.53,4.43,6.32,15.43,76.48,72.67,73.23,74.01,76.01
603003,龙宇股份,0.90,-4.08,-1.75,0.17,1.57,18.6,15.37,10.17,32.29,26.71
600058,五矿发展,3.91,7.34,2.81,0.59,-20.67,78.19,68.46,68.48,67.33,67.84
832149,利尔达,15.37,31.24,10.2,15.27,8.07,60.18,54.17,50.62,52.68,64.45
2127,南极电商,-6.48,9.53,22.4,28.13,26.05,13.22,11.97,11.13,11.41,17.26
600149,廊坊发展,-5.04,1.20,5.04,1.22,1.00,62.38,59.46,61.93,60.06,62.61
601028,玉龙股份,10.83,15.40,5.51,0.99,1.08,51.06,27.01,37.93,6.75,14.96
600250,南纺股份,6.98,-21.72,2.05,16.30,33.87,56.99,60.9,52.86,51.01,65.57
600710,苏美达,15.37,14.23,10.72,9.19,10.84,74.73,77.78,75.48,74.9,80.18
900927,物贸Ｂ股,6.07,16.90,15.69,9.59,7.58,69.17,50.0,60.75,54.1,61.3
600647,*ST同达,-3.37,1.94,3.98,6.75,-18.73,5.15,37.18,35.19,36.08,37.46
151,中成股份,-60.71,0.69,-26.52,3.20,8.38,73.29,60.87,49.96,60.37,53.63
626,远大控股,3.89,8.05,-4.17,6.25,1.86,57.94,59.37,57.4,58.23,61.25
2640,跨境通,1.23,48.83,-57.96,-45.52,9.50,63.66,61.01,83.45,56.59,40.44
301099,雅创电子,16.92,20.98,17.68,13.31,22.01,45.89,29.47,49.18,54.4,54.28
600128,苏豪弘业,1.82,1.65,1.78,1.92,-5.25,50.76,46.16,47.71,46.54,51.56
600822,上海物贸,6.07,16.90,15.69,9.59,7.58,69.17,50.0,60.75,54.1,61.3
1316,润贝航科,10.39,31.36,19.24,31.72,67.63,7.11,18.23,30.03,31.19,54.32
601061,中信金属,17.81,17.21,11.79,7.95,17.96,64.14,71.74,65.33,64.32,61.12
300975,商络电子,8.26,17.44,14.53,10.85,49.67,59.48,54.24,38.29,22.29,33.51
600257,大湖股份,-7.82,-17.20,0.36,-10.66,1.36,53.68,54.06,34.0,30.28,24.58
2548,金新农,1.03,-42.16,6.24,8.61,-18.47,68.74,66.14,50.33,50.68,63.01
832419,路斯股份,10.73,10.45,15.27,13.47,24.09,21.21,23.56,24.83,21.55,26.89
300313,*ST天山,-33.81,-21.08,2.77,-34.03,-332.85,71.65,71.35,83.57,87.17,85.33
2321,华英农业,-45.63,-1756.87,-58.97,-2.05,4.69,61.43,66.12,74.85,64.01,66.96
600127,金健米业,-7.36,-3.20,2.89,1.79,-7.30,62.55,63.56,66.97,59.01,64.76
600467,好当家,1.79,2.01,1.91,2.05,2.05,49.11,50.52,49.34,49.03,48.67
300511,雪榕生物,-15.98,-16.88,13.44,13.36,10.48,60.07,61.92,55.68,54.71,59.67
605296,神农集团,5.58,6.86,64.75,47.35,9.64,14.46,13.03,21.42,27.19,34.45
798,中水渔业,1.37,-15.73,-22.43,2.99,8.01,28.97,44.73,42.98,27.78,24.44
600965,福成股份,5.08,4.41,9.93,9.93,8.44,13.32,19.41,17.65,22.03,26.2
638,万方发展,2.37,43.45,-14.24,6.92,-77.72,59.76,57.12,66.81,57.38,73.94
2124,天邦食品,13.31,-73.16,60.29,4.13,-21.14,79.61,79.93,43.25,61.53,61.52
600097,开创国际,5.08,9.67,7.74,10.02,8.89,38.07,31.52,31.99,29.41,27.8
603151,邦基科技,20.09,40.00,46.46,,,11.63,22.26,32.79,46.59,51.89
1313,粤海饲料,4.31,8.71,9.26,8.16,11.74,38.66,39.26,45.57,32.03,34.61
300967,晓鸣股份,0.90,10.99,8.52,21.66,3.76,45.07,28.93,29.67,27.11,26.5
300498,温氏股份,14.55,-34.18,16.7,35.69,21.65,56.25,64.1,40.88,28.9,34.06
2311,海大集团,18.46,11.74,23.87,19.54,20.21,56.26,55.25,45.66,48.33,52.64
2696,百洋股份,4.46,1.99,1.67,-13.97,3.52,47.55,47.04,49.13,52.7,36.7
300189,神农科技,-7.70,-6.31,-11.94,-27.15,1.44,14.2,16.54,8.74,6.89,5.94
2891,中宠股份,5.56,6.52,11.66,9.56,7.87,42.29,35.47,26.62,44.33,40.76
603609,禾丰股份,7.48,1.80,19.93,24.57,15.30,45.71,42.08,32.15,28.97,38.45
2746,仙坛股份,2.90,1.85,10.53,35.01,17.65,24.48,21.05,15.0,20.15,19.74
300972,万辰生物,7.05,4.15,26.51,25.46,11.00,43.46,24.38,39.14,47.41,55.31
300673,佩蒂股份,6.92,3.53,8.98,4.85,15.51,33.48,37.14,18.91,24.2,17.14
505,京粮控股,4.73,7.27,7.17,5.70,7.69,43.28,45.22,45.59,42.82,42.26
2069,獐子岛,8.64,32.46,163.61,-207.11,8.74,94.84,96.31,97.18,98.01,87.58
603336,宏辉果蔬,4.25,4.35,8.13,9.39,8.10,35.49,31.39,28.94,19.24,16.32
300268,*ST佳沃,-673.07,-37.02,-427.0,-75.53,10.87,100.57,90.72,87.31,93.83,67.79
300087,荃银高科,15.62,18.22,24.86,13.47,8.44,56.81,53.34,64.11,62.75,44.64
600251,冠农股份,16.04,11.67,10.76,8.15,4.67,52.43,55.85,54.35,49.91,61.68
600313,农发种业,14.21,2.44,1.86,1.27,2.26,35.51,33.37,34.91,31.5,32.67
735,罗 牛 山,2.17,-10.63,2.47,0.75,10.35,61.94,60.8,49.09,35.71,35.22
600354,敦煌种业,3.19,1.48,5.37,-27.65,-26.94,62.51,58.28,62.46,72.09,59.94
601952,苏垦农发,13.34,13.06,11.01,10.36,11.25,54.0,56.73,22.95,22.34,18.62
2714,牧原股份,21.01,12.91,74.43,35.28,2.84,54.36,61.3,46.09,40.04,54.07
600975,新五丰,-3.14,-17.39,26.22,5.58,-3.14,71.18,62.84,32.64,24.7,27.13
600371,万向德农,13.04,7.24,10.87,12.08,10.92,30.03,23.64,22.63,31.59,33.36
2100,天康生物,4.07,-12.05,31.86,16.83,10.16,50.08,54.88,56.34,53.7,61.47
2385,大北农,0.52,-4.05,18.7,5.07,4.97,58.28,52.76,45.77,39.36,40.79
713,丰乐种业,3.08,10.19,2.95,3.55,3.90,30.77,28.43,33.21,32.82,33.53
603477,巨星农牧,4.49,8.73,7.91,4.68,7.24,48.85,44.68,36.96,38.35,38.74
2234,民和股份,-15.59,1.58,2.41,83.61,40.92,32.5,18.57,20.89,15.83,57.27
2688,金河生物,3.09,4.81,7.13,10.45,10.24,46.17,33.66,48.18,45.97,46.65
600811,东方集团,-5.28,-8.48,1.14,2.80,3.25,56.79,55.87,54.41,54.26,57.68
2982,湘佳股份,6.08,1.60,13.28,32.86,21.92,49.47,41.46,31.3,37.45,45.18
1201,东瑞股份,1.39,8.63,76.89,57.84,2.47,34.14,15.62,31.05,33.25,47.35
2299,圣农发展,4.15,4.61,20.66,45.80,21.50,47.47,41.78,36.22,30.9,44.78
876,新 希 望,-5.55,-28.58,16.09,20.63,7.87,68.02,64.98,53.06,49.16,42.98
2567,唐人神,2.41,-19.72,25.68,5.84,4.00,59.69,57.88,42.99,47.81,39.48
600598,北大荒,13.95,11.28,14.22,13.02,15.58,15.52,16.42,16.93,18.04,20.89
871970,大禹生物,6.07,17.91,20.8,23.40,23.22,17.34,28.08,36.08,44.07,37.71
930,中粮科技,9.02,10.41,5.86,6.21,5.74,30.88,34.9,47.27,40.53,52.45
2041,登海种业,7.92,7.79,3.56,1.48,1.16,22.49,20.42,16.63,14.77,13.14
603668,天马科技,6.74,5.64,5.83,5.35,8.50,68.15,56.69,54.44,48.66,56.45
600359,新农开发,11.76,8.10,8.16,1.82,-37.36,68.96,71.37,72.48,75.52,78.47
831087,秋乐种业,20.35,16.26,9.06,18.20,3.96,31.46,40.39,36.38,37.38,39.63
600265,ST景谷,-13.68,-99.46,-61.33,9.15,19.10,67.07,44.65,93.07,89.71,91.2
300021,大禹节水,5.00,8.08,6.44,8.83,7.08,66.07,67.58,64.46,58.98,59.33
200992,中 鲁Ｂ,3.12,3.87,3.3,9.74,12.06,32.11,21.76,15.41,18.89,22.2
702,正虹科技,-40.15,-48.21,5.99,1.77,11.25,85.28,69.11,32.81,17.67,27.33
998,隆平高科,-17.24,1.13,2.01,-4.55,13.26,60.6,55.26,54.6,55.71,51.26
2458,益生股份,-12.31,0.93,2.82,83.18,25.82,51.95,42.9,31.09,12.89,30.54
603739,蔚蓝生物,4.30,9.42,10.92,8.55,15.55,32.76,24.13,23.16,19.43,33.21
300970,华绿生物,5.33,1.25,16.23,17.81,8.89,23.12,23.39,26.93,27.56,32.8
301156,美农生物,9.49,24.42,27.2,16.63,12.44,11.88,38.8,26.83,16.08,17.19
600108,亚盛集团,1.89,1.78,-18.68,1.62,1.78,53.34,50.74,51.86,44.12,43.89
2772,众兴菌业,4.93,1.90,7.07,2.58,4.19,48.48,50.37,51.05,48.09,35.94
603363,傲农生物,-49.79,-74.08,29.98,3.55,4.97,81.65,87.18,67.52,73.92,69.47
300761,立华股份,12.52,-6.14,3.8,33.81,37.15,37.65,42.91,27.79,20.33,27.12
600540,新赛股份,-32.21,-28.07,1.3,3.18,3.21,71.43,80.04,62.51,60.26,75.51
1366,播恩集团,16.00,22.45,27.8,21.53,12.59,29.4,21.51,33.89,27.24,51.05
2086,*ST东洋,,-110.60,-19.63,-45.50,-27.10,157.64,84.1,56.23,53.45,33.31
2679,福建金森,1.34,1.71,1.16,0.58,6.17,60.18,60.19,57.37,55.05,55.38
600506,统一股份,-39.34,-13.79,1.61,-2.78,1.62,82.06,93.35,7.27,6.5,5.9
200505,京粮B,4.73,7.27,7.17,5.70,7.69,43.28,45.22,45.59,42.82,42.26
300138,晨光生物,14.60,13.58,14.36,10.65,8.63,53.58,53.26,55.75,61.37,48.16
2200,ST交投,23.61,-104.32,-62.77,20.33,-89.23,88.46,90.15,89.0,87.77,90.24
592,平潭发展,-9.24,-13.88,-7.29,0.77,0.83,44.37,40.08,33.58,15.86,21.39
2157,*ST 正邦,-421.47,-4067.58,45.06,21.56,3.03,148.41,92.6,58.56,67.65,68.02
600226,瀚叶股份,17.00,14.28,-31.0,-16.62,3.06,9.4,9.8,13.83,14.88,14.51
600195,中牧股份,10.60,10.84,9.61,6.05,10.68,20.11,21.01,20.64,18.52,34.45
600201,生物股份,3.96,7.39,8.37,4.49,15.56,16.27,15.8,16.17,12.83,17.28
603718,海利生物,11.33,4.97,0.84,1.15,2.00,26.63,46.47,46.15,41.66,41.34
2868,绿康生化,-18.57,-3.53,5.68,7.51,10.44,51.66,42.62,20.83,22.92,7.73
300261,雅本化学,8.90,8.62,8.0,4.10,8.21,37.39,39.89,45.39,41.95,42.82
600389,江山股份,60.85,36.68,16.3,15.62,22.76,49.14,57.71,55.77,51.68,43.17
525,ST红太阳,43.47,-174.73,-3.64,-7.67,13.65,86.4,93.91,64.41,66.72,64.49
603566,普莱柯,8.42,14.12,13.86,6.68,8.49,17.36,16.96,15.73,12.98,14.06
2250,联化科技,10.51,5.08,1.82,2.49,0.66,51.91,49.93,41.7,37.87,33.61
300119,瑞普生物,8.41,15.47,17.47,9.41,6.02,26.29,24.02,29.81,33.85,24.81
300871,回盛生物,3.36,9.36,20.38,19.37,29.29,48.43,40.95,21.29,41.81,30.45
2258,利尔化学,31.32,24.12,16.7,9.64,21.38,34.85,43.08,44.36,46.83,43.92
688098,申联生物,4.10,7.67,9.7,8.51,14.04,6.74,7.85,7.8,11.49,17.88
833819,颖泰生物,19.59,10.18,7.55,7.06,10.92,52.72,59.53,57.11,64.31,66.14
870866,绿亨科技,11.57,17.46,19.9,18.48,19.15,8.52,17.59,22.34,21.65,23.92
600486,扬农化工,23.18,19.08,22.19,25.53,24.50,42.28,46.98,45.37,47.52,49.58
838275,驱动力,6.95,15.99,21.96,13.54,24.89,7.51,5.04,7.41,10.23,11.44
300796,贝斯美,10.83,5.40,3.77,10.50,15.50,22.34,22.11,20.54,15.8,18.46
200553,安道麦B,2.76,0.74,1.61,1.23,11.66,60.12,58.05,54.2,50.6,48.47
2496,辉丰股份,-20.82,12.44,-11.63,-16.64,-15.77,43.44,41.0,52.23,47.25,42.84
688526,科前生物,12.35,19.56,27.5,24.32,50.22,20.31,15.34,12.94,18.41,28.74
600596,新安股份,29.03,34.36,9.59,7.81,22.32,34.88,42.82,41.92,42.36,37.96
300575,中旗股份,23.04,13.99,14.37,12.18,19.04,49.1,47.29,42.53,42.41,46.02
2391,长青股份,5.74,5.63,4.73,10.89,10.16,37.79,34.31,22.99,32.4,19.55
603086,先达股份,18.63,10.05,10.81,8.92,20.28,34.95,32.56,27.03,32.42,21.54
603970,中农立华,16.91,15.63,13.27,13.14,14.01,76.22,72.99,71.58,61.87,62.97
2004,华邦健康,4.25,6.89,6.87,6.74,5.41,44.88,47.34,49.92,50.28,52.15
3042,中农联合,4.30,6.81,10.73,17.16,43.73,52.52,49.48,56.7,51.55,55.3
603585,苏利股份,12.78,11.37,8.41,16.28,19.01,37.11,30.22,17.86,11.11,9.09
2215,诺 普 信,10.19,11.82,6.79,10.19,16.26,56.35,53.68,50.36,51.07,50.61
600538,国发股份,3.73,1.20,0.49,0.90,-3.33,15.95,14.79,20.09,13.92,16.48
603599,广信股份,30.70,23.59,10.93,10.43,10.73,36.36,31.46,23.4,22.93,21.38
600796,钱江生化,6.98,7.56,5.3,5.67,-7.39,49.2,49.09,54.98,27.5,35.21
300804,广康生化,17.22,20.47,19.58,-5.26,27.64,35.05,33.04,34.83,29.48,34.01
1231,农心科技,15.35,21.62,21.54,21.44,18.43,28.47,30.05,33.44,38.39,38.85
301035,润丰股份,25.70,21.22,16.7,14.59,15.40,44.93,51.09,59.86,51.65,54.14
603639,海利尔,14.83,15.93,16.83,15.16,20.64,44.98,40.85,39.35,35.86,39.42
603360,百傲化学,32.07,25.12,20.74,33.50,19.53,16.71,37.17,30.87,13.1,11.07
553,安道麦A,2.76,0.74,1.61,1.23,11.66,60.12,58.05,54.2,50.6,48.47
2749,国光股份,8.04,15.52,14.9,19.66,26.74,27.16,28.3,26.61,16.92,15.72
2942,新农股份,8.79,12.34,17.66,18.10,36.75,28.62,26.63,21.04,29.29,32.77
2734,利民股份,8.01,11.93,17.48,17.40,11.86,59.75,58.17,51.52,51.85,31.39
600731,湖南海利,18.65,16.21,22.47,9.03,6.17,44.12,42.35,47.6,47.24,47.89
603810,丰山集团,6.60,8.39,19.42,3.15,19.59,40.04,28.7,32.95,28.39,25.65
2513,蓝丰生化,-55.31,-53.78,1.3,-37.00,-41.76,75.77,61.42,49.81,57.99,53.01
605033,美邦股份,14.13,20.61,19.2,23.90,26.25,30.38,33.92,42.82,44.35,52.82
2192,融捷股份,130.74,11.31,3.78,-54.40,-0.92,16.81,46.92,39.63,27.03,23.9
2240,盛新锂能,68.67,20.95,0.89,-2.54,4.98,29.48,29.77,30.91,45.81,39.47
2466,天齐锂业,80.65,23.15,-30.14,-84.38,22.97,25.09,58.9,82.32,80.88,73.26
762,西藏矿业,36.80,6.71,-2.38,4.18,-8.76,45.94,9.83,11.42,14.03,14.42
2340,格林美,8.18,6.72,3.38,7.26,8.75,52.7,54.02,52.59,58.76,59.04
300390,天华新能,115.12,42.37,27.9,6.86,5.77,30.57,35.03,40.31,21.73,21.92
600711,盛屯矿业,-0.75,9.10,0.64,3.53,7.20,48.06,49.64,51.76,53.38,47.86
2460,赣锋锂业,61.41,31.04,11.07,4.38,25.85,38.27,33.0,39.06,40.83,40.65
603799,华友钴业,17.15,23.49,12.73,1.56,22.68,70.45,58.78,53.79,56.63,55.87
301219,腾远钴业,3.83,41.64,24.47,8.64,20.36,10.72,26.84,21.03,35.21,36.28
300618,寒锐钴业,4.33,15.07,11.83,0.76,49.65,31.82,35.88,33.83,49.26,44.96
603919,金徽酒,9.17,11.32,12.53,11.84,13.57,23.06,20.98,21.34,20.04,25.99
600059,古越龙山,3.72,4.04,3.56,5.08,4.28,12.33,13.11,15.76,15.38,14.63
799,酒鬼酒,27.33,28.00,18.63,13.02,10.70,28.83,41.37,34.12,24.72,24.06
600365,ST通葡,-14.85,0.63,-10.81,-4.97,0.61,64.9,57.45,37.63,35.77,34.99
600702,舍得酒业,30.70,29.32,17.36,18.07,12.87,33.27,38.26,41.41,43.9,43.94
600559,老白干酒,17.47,10.83,9.26,12.98,14.91,51.26,51.03,46.31,47.49,49.69
600132,重庆啤酒,69.25,99.69,45.55,43.66,28.58,71.01,72.87,83.65,66.87,64.77
2568,百润股份,13.71,19.25,23.82,15.08,6.77,41.68,32.78,17.2,21.8,20.69
603198,迎驾贡酒,26.38,24.69,19.41,20.57,18.42,30.76,30.43,30.07,31.63,32.33
600616,金枫酒业,0.27,-0.66,0.63,1.51,-3.48,16.19,15.8,14.06,16.81,15.62
601579,会稽山,3.96,8.11,8.94,5.21,5.49,18.11,18.39,23.97,29.82,27.19
600199,金种子酒,-7.01,-5.92,2.43,-8.68,4.43,24.74,29.02,24.78,22.26,26.52
600809,山西汾酒,44.74,42.04,35.09,27.39,24.77,40.73,47.97,49.11,52.79,45.45
600084,中葡股份,-51.27,0.78,-2.59,0.68,-6.94,11.27,8.35,6.44,4.26,22.45
2646,天佑德酒,2.75,2.59,-4.99,1.52,4.58,14.43,16.35,16.24,15.88,19.14
600600,青岛啤酒,15.30,14.47,11.13,9.97,8.10,47.78,48.9,48.53,46.63,45.15
600197,伊力特,4.48,8.66,10.83,16.76,18.32,19.92,22.97,19.77,33.06,23.43
200596,古井贡Ｂ,17.93,21.25,19.53,25.55,24.03,35.1,32.12,31.2,32.0,35.81
929,兰州黄河,-4.46,2.89,-4.49,2.32,-9.66,17.41,18.18,19.83,20.4,20.91
600238,海南椰岛,-27.20,-11.45,4.48,-40.27,5.20,65.13,58.74,52.35,54.83,45.42
2304,洋河股份,21.03,18.55,20.2,21.21,25.95,30.07,37.34,28.58,31.73,32.16
600573,惠泉啤酒,3.33,2.65,2.49,1.77,1.65,13.39,8.77,6.74,6.3,6.25
729,燕京啤酒,2.62,1.71,1.49,1.76,1.39,31.06,28.05,24.94,23.93,22.24
603369,今世缘,24.73,22.64,20.25,21.93,20.36,39.15,35.59,30.24,28.38,28.86
2461,珠江啤酒,6.36,6.75,6.53,5.97,4.55,30.67,30.88,30.94,28.2,32.21
603589,口子窖,18.23,22.48,18.1,26.36,27.42,22.8,25.22,26.19,26.2,30.25
860,顺鑫农业,-9.07,1.32,5.54,11.46,10.04,65.02,59.82,64.14,66.12,61.07
869,张 裕Ａ,4.09,4.84,4.57,11.40,11.23,17.81,20.63,19.83,22.45,24.6
600543,*ST莫高,-10.94,-8.79,0.16,2.35,2.39,15.71,12.47,15.0,12.63,11.15
858,五 粮 液,25.28,25.30,24.94,25.26,22.80,23.64,25.24,22.95,28.48,24.36
596,古井贡酒,17.93,21.25,19.53,25.55,24.03,35.1,32.12,31.2,32.0,35.81
568,泸州老窖,33.32,31.15,28.27,25.50,21.81,33.19,34.89,33.78,32.38,24.25
1338,永顺泰,6.44,6.76,6.5,7.59,9.44,26.88,25.92,18.09,18.25,22.03
600779,水井坊,39.96,49.85,34.44,41.60,33.72,50.93,55.33,51.09,46.48,41.94
600696,岩石股份,7.49,13.78,3.1,4.35,6.71,58.44,44.54,47.12,39.4,23.92
600519,贵州茅台,30.26,29.90,31.41,33.09,34.46,19.42,22.81,21.4,22.49,26.55
200869,张 裕Ｂ,4.09,4.84,4.57,11.40,11.23,17.81,20.63,19.83,22.45,24.6
995,*ST皇台,5.73,-10.56,29.86,20.92,,72.27,73.99,70.71,79.79,179.98
603779,威龙股份,1.69,-25.00,-17.58,-1.88,3.68,50.73,51.68,39.09,33.89,33.19
752,*ST西发,-2996.98,-33.92,33.04,-164.88,-71.91,65.83,59.5,60.73,65.16,45.43
996,*ST中期,-0.71,0.42,1.28,0.92,2.83,31.32,32.67,28.24,30.03,12.97
600653,申华控股,-15.90,3.65,-50.72,-12.58,17.24,67.23,65.44,67.99,67.18,68.43
300825,阿尔特,3.28,12.03,8.48,14.71,16.13,24.53,19.81,19.18,29.09,33.32
603377,东方时尚,-2.02,5.98,8.23,14.02,11.59,53.34,48.99,45.28,51.74,48.49
25,特 力Ａ,5.69,9.56,4.48,18.92,8.63,25.8,21.64,18.95,18.63,33.71
600297,广汇汽车,-6.61,3.91,3.87,6.99,9.08,65.1,66.79,67.9,68.49,67.36
600335,国机汽车,2.96,2.43,4.14,5.41,8.62,65.57,64.98,67.56,72.91,73.68
757,浩物股份,-3.74,4.97,3.15,8.76,9.04,36.21,36.75,43.84,46.14,55.08
838030,德众汽车,4.66,12.74,15.25,18.97,18.61,67.8,66.43,62.46,64.7,67.55
753,漳州发展,2.87,5.29,5.46,4.48,4.65,68.2,66.3,63.77,55.88,53.05
601965,中国汽研,12.35,13.55,11.58,10.25,9.26,22.88,20.34,21.3,22.2,21.51
301215,中汽股份,6.00,7.48,7.78,12.29,13.30,12.66,28.42,29.7,28.49,31.6
605151,西上海,9.22,8.63,17.71,18.95,21.82,30.84,33.85,28.73,45.95,54.06
600386,北巴传媒,4.68,7.29,3.84,4.92,5.70,57.5,54.44,57.92,62.28,60.54
301022,海泰科,6.20,9.98,21.77,21.50,13.30,32.42,33.6,53.53,53.87,57.68
2488,金固股份,2.73,1.78,-4.22,0.58,3.93,46.12,42.18,40.44,40.33,44.79
833533,骏创科技,30.06,25.78,21.76,22.26,31.53,50.13,69.8,64.37,50.3,41.92
301229,纽泰格,5.82,13.09,16.84,16.97,30.79,29.22,31.92,34.61,37.7,47.0
688533,上声电子,8.11,6.63,10.79,12.17,20.38,50.64,36.47,47.3,48.6,48.9
301398,星源卓镁,14.94,16.71,22.82,23.70,17.88,11.76,28.15,26.2,17.43,18.25
600741,华域汽车,14.11,12.67,10.6,13.64,18.52,64.95,65.11,61.32,57.81,59.14
2703,浙江世宝,1.14,2.51,3.09,-12.71,0.49,42.54,34.72,32.74,34.46,27.12
2592,ST八菱,1.88,2.29,-61.63,-24.52,0.36,40.25,45.39,47.57,35.51,22.36
981,山子股份,-20.85,-66.47,-18.29,-70.53,-8.64,69.39,81.52,72.34,72.99,60.24
839946,华阳变速,-4.08,8.64,30.56,24.77,14.81,27.65,26.62,52.74,46.92,45.69
831195,三祥科技,14.88,25.20,14.89,13.81,-18.46,43.52,43.21,49.52,51.32,54.04
838837,华原股份,11.15,13.06,6.56,4.79,8.70,41.36,45.73,44.25,37.32,37.57
600609,金杯汽车,17.52,29.50,-88.08,10.10,25.63,71.23,76.71,76.55,84.21,85.5
870436,大地电气,-5.21,16.23,25.26,10.26,9.76,43.77,46.49,64.17,61.5,57.46
831906,舜宇精工,16.01,13.21,9.67,8.53,11.51,58.72,59.35,58.66,56.47,53.93
688667,菱电电控,4.59,12.18,49.4,40.02,14.39,20.89,20.39,47.9,62.76,53.3
833454,同心传动,6.57,12.39,19.26,12.73,12.46,12.96,15.23,27.36,26.39,30.23
600609,金杯汽车,17.52,29.50,-88.08,10.1,25.63,71.23,76.71,76.55,84.21,85.5
688667,菱电电控,4.59,12.18,49.40,40.02,14.39,20.89,20.39,47.9,62.76,53.3
600081,东风科技,3.43,10.21,8.35,11.01,12.06,53.95,57.64,69.07,66.51,67.89
200625,长 安Ｂ,13.07,6.53,7.13,-5.86,1.45,56.9,58.74,54.78,54.99,50.63
2283,天润工业,3.65,10.29,10.61,8.04,8.41,29.25,37.42,37.95,32.96,33.92
2265,建设工业,11.6,10.37,9.93,0.78,-7.28,70.11,63.41,34.96,35.44,34.88
603358,华达科技,8.44,12.36,8.42,5.96,8.04,45.16,42.62,42.18,39.99,41.66
2126,银轮股份,8.46,5.28,8.40,8.6,10.01,61.31,59.35,55.75,51.52,47.87
300998,宁波方正,3.17,5.30,12.04,15.39,30.89,58.03,53.62,62.54,63.7,67.38
605133,嵘泰股份,7.71,6.70,15.92,23.68,18.67,46.33,23.86,47.27,50.97,55.16
200550,江 铃Ｂ,10.28,5.87,5.13,1.42,0.83,66.36,67.54,61.02,56.8,55.62
601717,郑煤机,15.74,14.06,9.79,8.78,7.48,57.93,57.29,58.37,55.77,55.61
300432,富临精工,16.03,17.42,17.24,0.29,-82.16,42.04,51.53,34.21,35.27,49.42
832000,安徽凤凰,8.4,8.71,15.05,16.33,13.29,22.91,26.1,25.4,28.99,20.74
622,恒立实业,-6.6,0.83,1.48,6.03,1.67,38.41,37.41,46.13,32.08,40.29
900953,凯马Ｂ,-34.29,-25.55,2.10,4.08,-14.49,82.76,80.4,77.76,78.73,78.15
338,潍柴动力,6.66,16.94,18.63,21.22,22.73,64.55,64.07,70.23,70.54,69.67
301186,超达装备,6.13,7.63,11.46,13.95,19.25,22.44,18.15,25.21,28.25,27.17
603950,长源东谷,4.47,11.72,18.57,28.11,21.84,40.62,38.57,43.48,59.04,68.29
200030,富奥B,6.75,11.44,12.94,13.77,14.53,44.49,42.72,42.78,42.31,38.98
603179,新泉股份,12.21,7.99,13.12,11.53,19.04,55.75,49.34,47.59,63.98,58.74
2048,宁波华翔,9.27,11.94,8.71,11.36,9.19,44.75,44.14,38.74,38.7,42.53
2870,香山股份,6.68,6.05,9.59,-8.15,4.69,63.02,70.12,71.94,22.08,23.43
581,威孚高科,0.64,13.67,15.78,13.77,15.48,35.38,28.63,31.28,27.02,21.25
600960,渤海汽车,-1.29,-1.79,1.44,1.54,3.07,37.7,36.17,42.77,42.45,44.9
603201,常润股份,19.23,26.83,30.76,39.5,16.0,42.07,66.88,71.91,75.89,86.62
2472,双环传动,10.38,7.68,1.44,2.17,5.64,41.96,49.18,56.91,54.88,53.53
600742,一汽富维,7.51,10.09,10.50,10.78,10.52,53.52,56.97,55.85,57.64,40.99
2537,海联金汇,2.36,6.67,5.44,-47.48,2.08,43.28,44.02,41.41,41.56,29.79
200581,苏威孚Ｂ,0.64,13.67,15.78,13.77,15.48,35.38,28.63,31.28,27.02,21.25
901,航天科技,0.66,0.76,-17.41,3.91,4.04,46.46,41.79,38.37,38.52,35.76
603166,福达股份,2.46,8.53,9.14,6.29,5.34,26.62,28.25,33.18,33.06,34.28
603917,合力科技,5.6,6.14,8.02,8.56,11.25,26.04,29.34,27.96,25.76,26.39
300695,兆丰股份,7.34,6.65,8.55,11.9,11.69,17.47,21.31,17.26,15.46,14.14
2664,信质集团,7.01,7.16,12.25,13.3,12.73,59.87,56.49,49.33,38.87,33.51
2363,隆基机械,2.19,1.44,2.03,2.65,3.57,38.73,35.68,29.21,29.41,31.06
605128,上海沿浦,4.35,6.96,12.38,18.9,20.99,47.71,27.33,26.28,41.8,47.93
2213,大为股份,4.48,4.04,2.41,0.44,0.33,15.28,47.15,20.98,19.01,13.86
300681,英搏尔,2.28,7.78,2.31,-13.07,8.26,56.14,66.01,46.97,40.37,46.96
603197,保隆科技,9.11,14.47,16.56,16.76,12.04,57.88,52.4,64.93,65.62,67.22
603305,旭升集团,16.31,12.09,12.53,13.94,23.05,41.55,55.28,27.55,37.82,40.03
559,万向钱潮,9.48,8.05,7.95,10.48,14.47,53.52,47.78,42.9,54.7,54.66
836221,易实精密,20.96,24.61,19.04,13.55,8.19,34.88,44.65,26.94,21.49,21.9
300893,松原股份,13.78,14.51,19.70,24.61,20.79,43.52,28.91,19.63,34.03,35.28
603306,华懋科技,7.1,6.89,8.25,10.03,12.48,11.85,11.57,10.67,10.12,10.32
600699,均胜电子,3.35,-27.96,4.61,7.52,10.49,67.28,67.16,65.4,69.95,69.35
838171,邦德股份,22.11,15.46,19.30,34.91,28.42,12.96,21.35,16.57,20.56,39.23
603109,神驰机电,13.56,13.88,8.25,16.78,24.97,43.08,42.93,38.97,31.98,52.65
